user_id,is_gone
4,0.0002840433426416636
6,0.0002840433426416636
10,0.00022262616664870852
12,0.21534750278086762
13,0.8663013941575787
15,0.4841857056995584
19,0.0002840433426416636
21,0.8460231557932818
23,0.0002840433426416636
35,0.5358266877083184
40,0.0002840433426416636
45,0.6323450153174901
55,0.6372599746679825
58,0.6905882393144681
62,0.3540853194203261
72,0.0002840433426416636
74,0.6285336848301216
81,0.3284030659457383
84,0.004041875958141621
92,0.0002840433426416636
93,0.0002840433426416636
98,0.00023687060371580817
102,0.9828142548131372
105,0.20117090234696128
107,0.0002840433426416636
112,0.4476637063758331
113,0.7327120037588938
119,0.7527490581568526
124,0.6839908610061659
140,0.828583359934575
141,0.332064103628034
143,0.0002840433426416636
150,0.6071247292157058
159,0.0002840433426416636
162,0.6045631089345681
164,0.38885300390594635
165,0.0002840433426416636
167,0.3242897340086007
174,0.0002840433426416636
177,0.6396262665114102
180,0.0002840433426416636
185,0.0002840433426416636
186,0.924562364994876
195,0.7494355019313776
198,0.8594659417024759
200,0.782248279777043
204,0.7134195347269104
205,0.004323079037237547
207,0.773630191497971
208,0.9748810654470962
212,0.4945259115050222
213,0.00023687060371580817
217,0.0002840433426416636
218,0.0015461499226385928
234,0.0002840433426416636
235,0.5238716986243122
236,0.0005386062755040363
237,0.0002840433426416636
242,0.09422741440544032
248,0.8784509281028704
253,0.55741039119257
260,0.47165718085906994
261,0.49666486216874417
269,0.0002840433426416636
271,0.3940807229441776
273,0.0002840433426416636
276,0.01311345303854814
283,5.1437870374844465e-05
289,0.0002840433426416636
298,0.2916969811770662
303,0.8069692306893553
306,0.00023687060371580817
308,5.1437870374844465e-05
317,0.0002840433426416636
318,0.0002840433426416636
319,0.0002840433426416636
320,0.0002840433426416636
324,0.4171255726828262
328,0.22461241163412615
331,0.28800441708293645
335,0.16727244800251437
341,0.7486905650973692
346,0.0002840433426416636
348,0.0002840433426416636
349,0.012085458938005816
351,0.0002840433426416636
355,0.15179197538130487
363,0.656328431924005
366,0.0002840433426416636
367,0.10726802693037758
373,0.43439847397774883
375,0.0031032382397875122
382,0.004323079037237547
388,0.0002840433426416636
389,0.0002840433426416636
391,0.8001180230721502
400,0.004323079037237547
406,0.0002840433426416636
409,0.8756057094634508
411,0.5295247921437253
